bond_code,bond_name,market,exit_reason,notice_date,record_date,master_execute_date,holder_cash_date,execute_price,source_status,announcement_url
113687,振华转债,SH,forced_redemption,2026-04-02,2026-04-23,2026-04-24,2026-04-24,100.3134,master_field_semantics_sampled,
118049,汇成转债,SH,forced_redemption,2026-03-17,2026-04-27,2026-04-28,2026-04-28,100.2893,master_field_semantics_sampled,
118038,金宏转债,SH,forced_redemption,2026-03-31,2026-04-28,2026-04-29,2026-04-29,100.7836,master_field_semantics_sampled,
118006,阿拉转债,SH,forced_redemption,2026-04-02,2026-04-30,2026-05-06,2026-05-06,100.3562,master_field_semantics_sampled,
123254,亿纬转债,SZ,forced_redemption,2026-03-31,2026-04-23,2026-04-24,2026-05-06,100.034,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-05-07/1225280637.PDF
113618,美诺转债,SH,forced_redemption,2026-04-14,2026-05-07,2026-05-08,2026-05-08,100.6247,master_field_semantics_sampled,
113654,永02转债,SH,forced_redemption,2026-04-15,2026-05-12,2026-05-13,2026-05-13,101.1589,master_field_semantics_sampled,
123129,锦鸡转债,SZ,forced_redemption,2026-04-15,2026-05-08,2026-05-11,2026-05-18,101.18,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-05-18/1225314464.PDF
118003,华兴转债,SH,forced_redemption,2026-04-23,2026-05-18,2026-05-19,2026-05-19,100.8433,master_field_semantics_sampled,
123256,恒帅转债,SZ,forced_redemption,2026-04-17,2026-05-12,2026-05-13,2026-05-20,100.191,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-05-20/1225319087.PDF
118004,博瑞转债,SH,forced_redemption,2026-04-28,2026-05-21,2026-05-22,2026-05-22,100.9452,master_field_semantics_sampled,
123085,万顺转2,SZ,forced_redemption,2026-04-21,2026-05-15,2026-05-18,2026-05-25,100.87,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-05-26/1225328954.PDF
128141,旺能转债,SZ,forced_redemption,2026-04-24,2026-05-19,2026-05-20,2026-05-27,100.844,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-05-28/1225333907.PDF
128108,蓝帆转债,SZ,maturity,2026-04-20,2026-05-27,2026-05-28,2026-05-28,108.0,master_field_semantics_sampled,
111005,富春转债,SH,forced_redemption,2026-04-30,2026-05-28,2026-05-29,2026-05-29,101.3973,master_field_semantics_sampled,
111013,新港转债,SH,forced_redemption,2026-04-22,2026-06-01,2026-06-02,2026-06-02,100.3534,master_field_semantics_sampled,
127017,万青转债,SZ,maturity,2026-04-24,2026-06-02,2026-06-03,2026-06-03,113.0,master_field_semantics_sampled,
123236,家联转债,SZ,forced_redemption,2026-04-21,2026-05-27,2026-05-28,2026-06-04,100.344,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-06-05/1225352703.PDF
113584,家悦转债,SH,maturity,2026-04-24,2026-06-04,2026-06-05,2026-06-05,110.0,master_field_semantics_sampled,
123054,思特转债,SZ,forced_redemption,2026-05-08,2026-05-28,2026-05-29,2026-06-05,102.9,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-06-08/1225358506.PDF
127024,盈峰转债,SZ,forced_redemption,2026-05-06,2026-05-28,2026-05-29,2026-06-05,101.129,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-06-09/1225358563.PDF
123126,瑞丰转债,SZ,forced_redemption,2026-05-09,2026-05-29,2026-06-01,2026-06-08,102.532,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-06-09/1225357288.PDF
118033,华特转债,SH,forced_redemption,2026-05-15,2026-06-09,2026-06-10,2026-06-10,100.3329,master_field_semantics_sampled,
118041,星球转债,SH,forced_redemption,2026-05-20,2026-06-09,2026-06-10,2026-06-10,100.8603,master_field_semantics_sampled,
123121,帝尔转债,SZ,forced_redemption,2026-05-13,2026-06-02,2026-06-03,2026-06-10,102.068,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-06-11/1225363564.PDF
118057,甬矽转债,SH,forced_redemption,2026-05-22,2026-06-15,2026-06-16,2026-06-16,100.1945,master_field_semantics_sampled,
113588,润达转债,SH,maturity,2026-05-13,2026-06-16,2026-06-17,2026-06-17,109.0,master_field_semantics_sampled,
111010,立昂转债,SH,forced_redemption,2026-05-28,2026-06-17,2026-06-18,2026-06-18,100.8877,master_field_semantics_sampled,
127026,超声转债,SZ,forced_redemption,2026-05-23,2026-06-12,2026-06-15,2026-06-23,101.04,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-06-24/1225382539.PDF
127066,科利转债,SZ,forced_redemption,2026-05-19,2026-06-12,2026-06-15,2026-06-23,101.405,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-06-23/1225381549.PDF
111023,利柏转债,SH,forced_redemption,2026-05-27,2026-06-23,2026-06-24,2026-06-24,100.0975,master_field_semantics_sampled,
113589,天创转债,SH,maturity,,2026-06-23,,2026-06-24,110.0,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2026-06-25/1225386428.PDF
127090,兴瑞转债,SZ,forced_redemption,2026-05-23,2026-06-15,2026-06-16,2026-06-24,100.717,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-06-25/1225385296.PDF
127018,本钢转债,SZ,maturity,2026-05-25,2026-06-26,2026-06-29,2026-06-29,119.0,master_field_semantics_sampled,
123198,金埔转债,SZ,forced_redemption,2026-06-01,2026-06-22,2026-06-23,2026-06-30,100.062,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-07-01/1225399620.PDF
128137,洁美转债,SZ,forced_redemption,2026-05-30,2026-06-22,2026-06-23,2026-06-30,101.266,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-07-01/1225400499.PDF
118018,瑞科转债,SH,forced_redemption,2026-05-28,2026-07-03,2026-07-06,2026-07-06,101.3233,master_field_semantics_sampled,
118025,奕瑞转债,SH,forced_redemption,2026-06-09,2026-07-03,2026-07-06,2026-07-06,101.0479,master_field_semantics_sampled,
111001,山玻转债,SH,forced_redemption,2026-06-03,2026-07-06,2026-07-07,2026-07-07,101.1885,master_field_semantics_sampled,
113644,艾迪转债,SH,forced_redemption,2026-05-28,2026-07-08,2026-07-09,2026-07-09,100.4658,master_field_semantics_sampled,
127041,弘亚转债,SZ,maturity,2026-06-02,2026-07-10,2026-07-13,2026-07-13,115.0,master_field_semantics_sampled,
123059,银信转债,SZ,maturity,2026-06-09,2026-07-14,2026-07-15,2026-07-15,118.0,master_field_semantics_sampled,
123061,航新转债,SZ,forced_redemption,2026-06-03,2026-07-07,2026-07-08,2026-07-15,102.885,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-07-16/1225425958.PDF
127079,华亚转债,SZ,forced_redemption,2026-06-16,2026-07-08,2026-07-09,2026-07-16,101.011,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-07-17/1225428801.PDF
128119,龙大转债,SZ,maturity,2026-06-06,2026-07-16,2026-07-17,2026-07-17,115.0,master_field_semantics_sampled,
128121,宏川转债,SZ,maturity,2026-06-11,2026-07-16,2026-07-17,2026-07-17,108.0,master_field_semantics_sampled,
